source_id,tile_id,split,image_path,x,y,width,height,source_width,source_height,tile_index,overlap_with_previous_x,annotations
143600054,143600054__x1776_y0000,test,clean/143600054__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
143600055,143600055__x0000_y0000,test,clean/143600055__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
143600055,143600055__x0896_y0000,test,clean/143600055__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
143600055,143600055__x1776_y0000,test,clean/143600055__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
143600058,143600058__x0000_y0000,test,clean/143600058__x0000_y0000.bmp,0,0,1024,1024,2790,1024,0,,[]
143600058,143600058__x0896_y0000,test,clean/143600058__x0896_y0000.bmp,896,0,1024,1024,2790,1024,1,128,[]
143600058,143600058__x1766_y0000,test,clean/143600058__x1766_y0000.bmp,1766,0,1024,1024,2790,1024,2,154,[]
143600076,143600076__x0000_y0000,test,clean/143600076__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
143600076,143600076__x0896_y0000,test,clean/143600076__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
143600076,143600076__x1776_y0000,test,clean/143600076__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
143600079,143600079__x0000_y0000,test,clean/143600079__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
143600079,143600079__x0896_y0000,test,clean/143600079__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
143600079,143600079__x1776_y0000,test,clean/143600079__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
143600084,143600084__x0000_y0000,test,clean/143600084__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
143600084,143600084__x0896_y0000,test,clean/143600084__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
143600084,143600084__x1776_y0000,test,clean/143600084__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
143900011,143900011__x0000_y0000,test,clean/143900011__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
143900011,143900011__x0896_y0000,test,clean/143900011__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
143900011,143900011__x1776_y0000,test,clean/143900011__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
143900040,143900040__x0000_y0000,test,clean/143900040__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
143900040,143900040__x0896_y0000,test,clean/143900040__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
143900040,143900040__x1776_y0000,test,clean/143900040__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
143900042,143900042__x0000_y0000,test,clean/143900042__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
143900042,143900042__x0896_y0000,test,clean/143900042__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
143900042,143900042__x1776_y0000,test,clean/143900042__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
143900043,143900043__x0000_y0000,test,clean/143900043__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
143900043,143900043__x0896_y0000,test,clean/143900043__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
143900043,143900043__x1776_y0000,test,clean/143900043__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
143900045,143900045__x0000_y0000,test,clean/143900045__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
143900045,143900045__x0896_y0000,test,clean/143900045__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
143900045,143900045__x1776_y0000,test,clean/143900045__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
143900056,143900056__x0000_y0000,test,clean/143900056__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
143900056,143900056__x0896_y0000,test,clean/143900056__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
143900056,143900056__x1776_y0000,test,clean/143900056__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
143900080,143900080__x0000_y0000,test,clean/143900080__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
143900080,143900080__x0896_y0000,test,clean/143900080__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
143900080,143900080__x1776_y0000,test,clean/143900080__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
143900082,143900082__x0000_y0000,test,clean/143900082__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
143900082,143900082__x0896_y0000,test,clean/143900082__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
143900082,143900082__x1776_y0000,test,clean/143900082__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
144000035,144000035__x0000_y0000,test,clean/144000035__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
144000035,144000035__x0896_y0000,test,clean/144000035__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
144000035,144000035__x1776_y0000,test,clean/144000035__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
144000047,144000047__x0000_y0000,test,clean/144000047__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
144000047,144000047__x0896_y0000,test,clean/144000047__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
144000047,144000047__x1776_y0000,test,clean/144000047__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
144000050,144000050__x0000_y0000,test,clean/144000050__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
144000050,144000050__x0896_y0000,test,clean/144000050__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
144000050,144000050__x1776_y0000,test,clean/144000050__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
144000075,144000075__x0000_y0000,test,clean/144000075__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
144000075,144000075__x0896_y0000,test,clean/144000075__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
144000075,144000075__x1776_y0000,test,clean/144000075__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
144100006,144100006__x0000_y0000,test,clean/144100006__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
144100006,144100006__x0896_y0000,test,clean/144100006__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
144100006,144100006__x1776_y0000,test,clean/144100006__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
144100008,144100008__x0000_y0000,test,clean/144100008__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
144100008,144100008__x0896_y0000,test,clean/144100008__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
144100008,144100008__x1776_y0000,test,clean/144100008__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
144100035,144100035__x0000_y0000,test,clean/144100035__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
144100035,144100035__x0896_y0000,test,clean/144100035__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
144100035,144100035__x1776_y0000,test,clean/144100035__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
144100064,144100064__x0000_y0000,test,clean/144100064__x0000_y0000.bmp,0,0,1024,1024,2754,1024,0,,[]
144100064,144100064__x0896_y0000,test,clean/144100064__x0896_y0000.bmp,896,0,1024,1024,2754,1024,1,128,[]
144100064,144100064__x1730_y0000,test,clean/144100064__x1730_y0000.bmp,1730,0,1024,1024,2754,1024,2,190,[]
144100078,144100078__x0000_y0000,test,clean/144100078__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
144100078,144100078__x0896_y0000,test,clean/144100078__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
144100078,144100078__x1776_y0000,test,clean/144100078__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
144100079,144100079__x0000_y0000,test,clean/144100079__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
144100079,144100079__x0896_y0000,test,clean/144100079__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
144100079,144100079__x1776_y0000,test,clean/144100079__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
144100081,144100081__x0000_y0000,test,clean/144100081__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
144100081,144100081__x0896_y0000,test,clean/144100081__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
144100081,144100081__x1776_y0000,test,clean/144100081__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
144200003,144200003__x0000_y0000,test,clean/144200003__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
144200003,144200003__x0896_y0000,test,clean/144200003__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
144200003,144200003__x1776_y0000,test,clean/144200003__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
144200054,144200054__x0000_y0000,test,clean/144200054__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
144200054,144200054__x0896_y0000,test,clean/144200054__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
144200054,144200054__x1776_y0000,test,clean/144200054__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
144500004,144500004__x0000_y0000,test,clean/144500004__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
144500004,144500004__x0896_y0000,test,clean/144500004__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
144500004,144500004__x1776_y0000,test,clean/144500004__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
144500005,144500005__x0000_y0000,test,clean/144500005__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
144500005,144500005__x0896_y0000,test,clean/144500005__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
144500005,144500005__x1776_y0000,test,clean/144500005__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
144500011,144500011__x0000_y0000,test,clean/144500011__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
144500011,144500011__x0896_y0000,test,clean/144500011__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
144500011,144500011__x1776_y0000,test,clean/144500011__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
144500015,144500015__x0000_y0000,test,clean/144500015__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
144500015,144500015__x0896_y0000,test,clean/144500015__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
144500015,144500015__x1776_y0000,test,clean/144500015__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
144500055,144500055__x0000_y0000,test,clean/144500055__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
144500055,144500055__x0896_y0000,test,clean/144500055__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
144500055,144500055__x1776_y0000,test,clean/144500055__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
144500060,144500060__x0000_y0000,test,clean/144500060__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
144500060,144500060__x0896_y0000,test,clean/144500060__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
144500060,144500060__x1776_y0000,test,clean/144500060__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
144500062,144500062__x0000_y0000,test,clean/144500062__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
144500062,144500062__x0896_y0000,test,clean/144500062__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
144500062,144500062__x1776_y0000,test,clean/144500062__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
144900046,144900046__x0000_y0000,test,clean/144900046__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
144900046,144900046__x0896_y0000,test,clean/144900046__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
144900046,144900046__x1776_y0000,test,clean/144900046__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
144900056,144900056__x0000_y0000,test,clean/144900056__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
144900056,144900056__x0896_y0000,test,clean/144900056__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
144900056,144900056__x1776_y0000,test,clean/144900056__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145000015,145000015__x0000_y0000,test,clean/145000015__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145000015,145000015__x0896_y0000,test,clean/145000015__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145000015,145000015__x1776_y0000,test,clean/145000015__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145000024,145000024__x0000_y0000,test,clean/145000024__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145000024,145000024__x0896_y0000,test,clean/145000024__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145000024,145000024__x1776_y0000,test,clean/145000024__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145000033,145000033__x0000_y0000,test,clean/145000033__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145000033,145000033__x0896_y0000,test,clean/145000033__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145000033,145000033__x1776_y0000,test,clean/145000033__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145000035,145000035__x0000_y0000,test,clean/145000035__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145000035,145000035__x0896_y0000,test,clean/145000035__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145000035,145000035__x1776_y0000,test,clean/145000035__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145000040,145000040__x0000_y0000,test,clean/145000040__x0000_y0000.bmp,0,0,1024,1024,2794,1024,0,,[]
145000040,145000040__x0896_y0000,test,clean/145000040__x0896_y0000.bmp,896,0,1024,1024,2794,1024,1,128,[]
145000040,145000040__x1770_y0000,test,clean/145000040__x1770_y0000.bmp,1770,0,1024,1024,2794,1024,2,150,[]
145000051,145000051__x0000_y0000,test,clean/145000051__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145000051,145000051__x0896_y0000,test,clean/145000051__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145000051,145000051__x1776_y0000,test,clean/145000051__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145000066,145000066__x0000_y0000,test,clean/145000066__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145000066,145000066__x0896_y0000,test,clean/145000066__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145000066,145000066__x1776_y0000,test,clean/145000066__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145000067,145000067__x0000_y0000,test,clean/145000067__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145000067,145000067__x0896_y0000,test,clean/145000067__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145000067,145000067__x1776_y0000,test,clean/145000067__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145000075,145000075__x0000_y0000,test,clean/145000075__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145000075,145000075__x0896_y0000,test,clean/145000075__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145000075,145000075__x1776_y0000,test,clean/145000075__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145000079,145000079__x0000_y0000,test,clean/145000079__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145000079,145000079__x0896_y0000,test,clean/145000079__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145000079,145000079__x1776_y0000,test,clean/145000079__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145100000,145100000__x0000_y0000,test,clean/145100000__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145100000,145100000__x0896_y0000,test,clean/145100000__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145100000,145100000__x1776_y0000,test,clean/145100000__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145100002,145100002__x0000_y0000,test,clean/145100002__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145100002,145100002__x0896_y0000,test,clean/145100002__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145100002,145100002__x1776_y0000,test,clean/145100002__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145100004,145100004__x0000_y0000,test,clean/145100004__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145100004,145100004__x0896_y0000,test,clean/145100004__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145100004,145100004__x1776_y0000,test,clean/145100004__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145100005,145100005__x0000_y0000,test,clean/145100005__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145100005,145100005__x0896_y0000,test,clean/145100005__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145100005,145100005__x1776_y0000,test,clean/145100005__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145100010,145100010__x0000_y0000,test,clean/145100010__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145100010,145100010__x0896_y0000,test,clean/145100010__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145100010,145100010__x1776_y0000,test,clean/145100010__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145100016,145100016__x0000_y0000,test,clean/145100016__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145100016,145100016__x0896_y0000,test,clean/145100016__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145100016,145100016__x1776_y0000,test,clean/145100016__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145100017,145100017__x0000_y0000,test,clean/145100017__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145100017,145100017__x0896_y0000,test,clean/145100017__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145100017,145100017__x1776_y0000,test,clean/145100017__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145100019,145100019__x0000_y0000,test,clean/145100019__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145100019,145100019__x0896_y0000,test,clean/145100019__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145100019,145100019__x1776_y0000,test,clean/145100019__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145100041,145100041__x0000_y0000,test,clean/145100041__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145100041,145100041__x0896_y0000,test,clean/145100041__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145100041,145100041__x1776_y0000,test,clean/145100041__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145100049,145100049__x0000_y0000,test,clean/145100049__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145100049,145100049__x0896_y0000,test,clean/145100049__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145100049,145100049__x1776_y0000,test,clean/145100049__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145100051,145100051__x0000_y0000,test,clean/145100051__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145100051,145100051__x0896_y0000,test,clean/145100051__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145100051,145100051__x1776_y0000,test,clean/145100051__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145100062,145100062__x0000_y0000,test,clean/145100062__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145100062,145100062__x0896_y0000,test,clean/145100062__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145100062,145100062__x1776_y0000,test,clean/145100062__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145100064,145100064__x0000_y0000,test,clean/145100064__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145100064,145100064__x0896_y0000,test,clean/145100064__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145100064,145100064__x1776_y0000,test,clean/145100064__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145100069,145100069__x0000_y0000,test,clean/145100069__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145100069,145100069__x0896_y0000,test,clean/145100069__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145100069,145100069__x1776_y0000,test,clean/145100069__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145200003,145200003__x0000_y0000,test,clean/145200003__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145200003,145200003__x0896_y0000,test,clean/145200003__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145200003,145200003__x1776_y0000,test,clean/145200003__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145200008,145200008__x0000_y0000,test,clean/145200008__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145200008,145200008__x0896_y0000,test,clean/145200008__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145200008,145200008__x1776_y0000,test,clean/145200008__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145200016,145200016__x0000_y0000,test,clean/145200016__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145200016,145200016__x0896_y0000,test,clean/145200016__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145200016,145200016__x1776_y0000,test,clean/145200016__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145200028,145200028__x0000_y0000,test,clean/145200028__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145200028,145200028__x0896_y0000,test,clean/145200028__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145200028,145200028__x1776_y0000,test,clean/145200028__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145200048,145200048__x0000_y0000,test,clean/145200048__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145200048,145200048__x0896_y0000,test,clean/145200048__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145200048,145200048__x1776_y0000,test,clean/145200048__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145200057,145200057__x0000_y0000,test,clean/145200057__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145200057,145200057__x0896_y0000,test,clean/145200057__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145200057,145200057__x1776_y0000,test,clean/145200057__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145200067,145200067__x0000_y0000,test,clean/145200067__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145200067,145200067__x0896_y0000,test,clean/145200067__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145200067,145200067__x1776_y0000,test,clean/145200067__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145200082,145200082__x0000_y0000,test,clean/145200082__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145200082,145200082__x0896_y0000,test,clean/145200082__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145200082,145200082__x1776_y0000,test,clean/145200082__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145300021,145300021__x0000_y0000,test,clean/145300021__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145300021,145300021__x0896_y0000,test,clean/145300021__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145300021,145300021__x1776_y0000,test,clean/145300021__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145300033,145300033__x0000_y0000,test,clean/145300033__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145300033,145300033__x0896_y0000,test,clean/145300033__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145300033,145300033__x1776_y0000,test,clean/145300033__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
145300041,145300041__x0000_y0000,test,clean/145300041__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
145300041,145300041__x0896_y0000,test,clean/145300041__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
145300041,145300041__x1776_y0000,test,clean/145300041__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
146300000,146300000__x0000_y0000,test,clean/146300000__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
146300000,146300000__x0896_y0000,test,clean/146300000__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
146300000,146300000__x1776_y0000,test,clean/146300000__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
146300045,146300045__x0000_y0000,test,clean/146300045__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
146300045,146300045__x0896_y0000,test,clean/146300045__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
146300045,146300045__x1776_y0000,test,clean/146300045__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
146300050,146300050__x0000_y0000,test,clean/146300050__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
146300050,146300050__x0896_y0000,test,clean/146300050__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
146300050,146300050__x1776_y0000,test,clean/146300050__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
146300065,146300065__x0000_y0000,test,clean/146300065__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
146300065,146300065__x0896_y0000,test,clean/146300065__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
146300065,146300065__x1776_y0000,test,clean/146300065__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
146300068,146300068__x0000_y0000,test,clean/146300068__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
146300068,146300068__x0896_y0000,test,clean/146300068__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
146300068,146300068__x1776_y0000,test,clean/146300068__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
146300070,146300070__x0000_y0000,test,clean/146300070__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
146300070,146300070__x0896_y0000,test,clean/146300070__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
146300070,146300070__x1776_y0000,test,clean/146300070__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
147200053,147200053__x0000_y0000,test,clean/147200053__x0000_y0000.bmp,0,0,1024,1024,2800,1024,0,,[]
147200053,147200053__x0896_y0000,test,clean/147200053__x0896_y0000.bmp,896,0,1024,1024,2800,1024,1,128,[]
147200053,147200053__x1776_y0000,test,clean/147200053__x1776_y0000.bmp,1776,0,1024,1024,2800,1024,2,144,[]
